"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"1600000US0163576","Red Bay city, Alabama","3187","null","16","null",
"1600000US0163730","Redland CDP, Alabama","5301","null","849","null",
"1600000US0163768","Red Level town, Alabama","462","null","208","null",
"1600000US0163912","Redstone Arsenal CDP, Alabama","1199","null","184","null",
"1600000US0163984","Reece City town, Alabama","744","null","194","null",
"1600000US0164040","Reeltown CDP, Alabama","339","null","222","null",
"1600000US0164104","Reform town, Alabama","1929","null","361","null",
"1600000US0164152","Rehobeth town, Alabama","1713","null","259","null",
"1600000US0164248","Remlap CDP, Alabama","2520","null","516","null",
"1600000US0164368","Repton town, Alabama","329","null","147","null",
"1600000US0164656","Ridgeville town, Alabama","80","null","60","null",
"1600000US0164776","River Falls town, Alabama","603","null","262","null",
"1600000US0164920","Riverside city, Alabama","2411","null","420","null",
"1600000US0165016","Riverview town, Alabama","198","null","120","null",
"1600000US0165040","Roanoke city, Alabama","5368","null","37","null",
"1600000US0165208","Robertsdale city, Alabama","6603","null","34","null",
"1600000US0165412","Rock Creek CDP, Alabama","1520","null","377","null",
"1600000US0165472","Rockford town, Alabama","986","null","240","null",
"1600000US0165592","Rock Mills CDP, Alabama","577","null","261","null",
"1600000US0165784","Rockville CDP, Alabama","0","null","13","null",
"1600000US0166216","Rogersville town, Alabama","1339","null","249","null",
"1600000US0166408","Rosa town, Alabama","822","null","403","null",
"1600000US0167056","Russellville city, Alabama","10691","null","23","null",
"1600000US0167176","Rutledge town, Alabama","473","null","202","null",
"1600000US0167536","St. Florian town, Alabama","510","null","164","null",
"1600000US0167584","St. Stephens CDP, Alabama","422","null","292","null",
"1600000US0167608","Saks CDP, Alabama","10504","null","1109","null",
"1600000US0167800","Samson city, Alabama","1567","null","329","null",
"1600000US0167920","Sand Rock town, Alabama","798","null","274","null",
"1600000US0168016","Sanford town, Alabama","235","null","124","null",
"1600000US0168160","Saraland city, Alabama","15942","null","37","null",
"1600000US0168280","Sardis City town, Alabama","1818","null","347","null",
"1600000US0168352","Satsuma city, Alabama","6704","null","23","null",
"1600000US0168736","Scottsboro city, Alabama","15446","null","24","null",
"1600000US0169000","Section town, Alabama","953","null","300","null",
"1600000US0169120","Selma city, Alabama","18429","null","35","null",
"1600000US0169180","Selmont-West Selmont CDP, Alabama","1995","null","664","null",
"1600000US0169240","Semmes city, Alabama","4969","null","33","null",
"1600000US0169648","Sheffield city, Alabama","9305","null","22","null",
"1600000US0169672","Shelby CDP, Alabama","847","null","301","null",
"1600000US0169840","Shiloh town, Alabama","426","null","206","null",
"1600000US0169978","Shoal Creek CDP, Alabama","1308","null","237","null",
"1600000US0170128","Shorter town, Alabama","306","null","72","null",
"1600000US0170416","Silas town, Alabama","535","null","176","null",
"1600000US0170536","Silverhill town, Alabama","704","null","222","null",
"1600000US0170632","Sims Chapel CDP, Alabama","0","null","13","null",
"1600000US0170704","Sipsey town, Alabama","267","null","162","null",
"1600000US0170896","Skyline town, Alabama","1078","null","328","null",
"1600000US0171040","Slocomb city, Alabama","1816","null","370","null",
"1600000US0171190","Smiths Station city, Alabama","5420","null","24","null",
"1600000US0171201","Smoke Rise CDP, Alabama","1657","null","534","null",
"1600000US0171280","Snead town, Alabama","1211","null","364","null",
"1600000US0171496","Somerville town, Alabama","616","null","164","null",
"1600000US0171832","Southside city, Alabama","9253","null","93","null",
"1600000US0171900","South Vinemont town, Alabama","440","null","173","null",
"1600000US0171976","Spanish Fort city, Alabama","9720","null","21","null",
"1600000US0172408","Spring Garden CDP, Alabama","169","null","109","null",
"1600000US0172600","Springville city, Alabama","4747","null","15","null",
"1600000US0172672","Spruce Pine CDP, Alabama","81","null","58","null",
"1600000US0172720","Standing Rock CDP, Alabama","78","null","91","null",
"1600000US0172816","Stapleton CDP, Alabama","2527","null","1601","null",
"1600000US0172888","Steele town, Alabama","1299","null","401","null",
"1600000US0173056","Sterrett CDP, Alabama","771","null","231","null",
"1600000US0173080","Stevenson city, Alabama","2712","null","625","null",
"1600000US0173152","Stewartville CDP, Alabama","1804","null","453","null",
"1600000US0173272","Stockton CDP, Alabama","371","null","335","null",
"1600000US0173728","Sulligent city, Alabama","1611","null","292","null",
"1600000US0173848","Sumiton city, Alabama","2676","null","415","null",
"1600000US0173872","Summerdale town, Alabama","1512","null","351","null",
"1600000US0174160","Susan Moore town, Alabama","1254","null","359","null",
"1600000US0174304","Sweet Water town, Alabama","189","null","75","null",
"1600000US0174352","Sylacauga city, Alabama","12512","null","33","null",
"1600000US0174400","Sylvania town, Alabama","1848","null","421","null",
"1600000US0174424","Sylvan Springs town, Alabama","1614","null","272","null",
"1600000US0174592","Talladega city, Alabama","15782","null","69","null",
"1600000US0174616","Talladega Springs town, Alabama","165","null","81","null",
"1600000US0174688","Tallassee city, Alabama","5199","null","592","null",
"1600000US0174976","Tarrant city, Alabama","6137","null","20","null",
"1600000US0175096","Taylor town, Alabama","2581","null","516","null",
"1600000US0175768","Theodore CDP, Alabama","5949","null","681","null",
"1600000US0175936","Thomaston town, Alabama","469","null","138","null",
"1600000US0175960","Thomasville city, Alabama","3653","null","18","null",
"1600000US0176080","Thorsby town, Alabama","2483","null","661","null",
"1600000US0176200","Tibbie CDP, Alabama","61","null","83","null",
"1600000US0176208","Tidmore Bend CDP, Alabama","1036","null","237","null",
"1600000US0176320","Tillmans Corner CDP, Alabama","18313","null","1293","null",
"1600000US0176584","Town Creek town, Alabama","1006","null","250","null",
"1600000US0176632","Toxey town, Alabama","150","null","69","null",
"1600000US0176680","Trafford town, Alabama","446","null","120","null",
"1600000US0176824","Triana town, Alabama","2784","null","41","null",
"1600000US0176872","Trinity town, Alabama","2498","null","26","null",
"1600000US0176920","Troy city, Alabama","17765","null","26","null",
"1600000US0176944","Trussville city, Alabama","25027","null","347","null",
"1600000US0177256","Tuscaloosa city, Alabama","99252","null","52","null",
"1600000US0177280","Tuscumbia city, Alabama","8977","null","23","null",
"1600000US0177304","Tuskegee city, Alabama","9125","null","21","null",
"1600000US0177352","Twin town, Alabama","396","null","132","null",
"1600000US0177580","Underwood-Petersville CDP, Alabama","2647","null","523","null",
"1600000US0177616","Union town, Alabama","397","null","236","null",
"1600000US0177784","Union Grove town, Alabama","69","null","33","null",
"1600000US0177880","Union Springs city, Alabama","3389","null","9","null",
"1600000US0177904","Uniontown town, Alabama","2045","null","446","null",
"1600000US0178120","Uriah CDP, Alabama","300","null","234","null",
"1600000US0178204","Valley city, Alabama","10498","null","37","null",
"1600000US0178232","Valley Grande city, Alabama","4137","null","41","null",
"1600000US0178240","Valley Head town, Alabama","833","null","455","null",
"1600000US0178264","Vance town, Alabama","1851","null","398","null",
"1600000US0178312","Vandiver CDP, Alabama","995","null","318","null",
"1600000US0178480","Vernon city, Alabama","1919","null","452","null",
"1600000US0178552","Vestavia Hills city, Alabama","38504","null","69","null",
"1600000US0178984","Vina town, Alabama","514","null","143","null",
"1600000US0179008","Vincent town, Alabama","1807","null","367","null",
"1600000US0179032","Vinegar Bend CDP, Alabama","158","null","104","null",
"1600000US0179272","Vredenburgh town, Alabama","131","null","103","null",
"1600000US0179344","Wadley town, Alabama","829","null","214","null",
"1600000US0179488","Waldo town, Alabama","305","null","109","null",
"1600000US0179728","Walnut Grove town, Alabama","901","null","294","null",
"1600000US0179944","Warrior city, Alabama","3211","null","33","null",
"1600000US0180064","Waterloo town, Alabama","118","null","33","null",
"1600000US0180256","Waverly town, Alabama","245","null","114","null",
"1600000US0180352","Weaver city, Alabama","3364","null","20","null",
"1600000US0180376","Webb town, Alabama","1378","null","335","null",
"1600000US0180496","Wedowee town, Alabama","863","null","204","null",
"1600000US0180736","Weogufka CDP, Alabama","308","null","151","null",
"1600000US0180928","West Blocton town, Alabama","1361","null","382","null",
"1600000US0181084","West End-Cobb Town CDP, Alabama","3065","null","577","null",
"1600000US0181336","West Jefferson town, Alabama","547","null","192","null",
"1600000US0181504","Westover town, Alabama","1991","null","373","null",
"1600000US0181528","West Point town, Alabama","472","null","147","null",
"1600000US0181720","Wetumpka city, Alabama","7025","null","54","null",
"1600000US0181744","Whatley CDP, Alabama","315","null","222","null",
"1600000US0181912","White Hall town, Alabama","603","null","231","null",
"1600000US0182104","White Plains CDP, Alabama","646","null","333","null",
"1600000US0182176","Whitesboro CDP, Alabama","2150","null","444","null",
"1600000US0182848","Wilsonville town, Alabama","2167","null","388","null",
"1600000US0182872","Wilton town, Alabama","879","null","272","null",
"1600000US0182992","Winfield city, Alabama","4807","null","302","null",
"1600000US0183400","Woodland town, Alabama","542","null","369","null",
"1600000US0183640","Woodstock town, Alabama","1232","null","271","null",
"1600000US0183664","Woodville town, Alabama","1011","null","305","null",
"1600000US0183976","Yellow Bluff town, Alabama","178","null","103","null",
"1600000US0184096","York city, Alabama","2371","null","392","null",
"1600000US0200065","Adak city, Alaska","190","null","68","null",
"1600000US0200650","Akhiok city, Alaska","114","null","60","null",
"1600000US0200760","Akiachak CDP, Alaska","469","null","101","null",
"1600000US0200870","Akiak city, Alaska","293","null","80","null",
"1600000US0201090","Akutan city, Alaska","700","null","186","null",
"1600000US0201200","Alakanuk city, Alaska","1065","null","187","null",
"1600000US0201305","Alatna CDP, Alaska","41","null","22","null",
"1600000US0201390","Alcan Border CDP, Alaska","170","null","119","null",
"1600000US0201420","Aleknagik city, Alaska","125","null","37","null",
"1600000US0201560","Aleneva CDP, Alaska","0","null","10","null",
"1600000US0201860","Allakaket city, Alaska","213","null","64","null",
"1600000US0201970","Ambler city, Alaska","273","null","108","null",
"1600000US0202080","Anaktuvuk Pass city, Alaska","261","null","85","null",
"1600000US0203000","Anchorage municipality, Alaska","292545","null","*****","*****",
"1600000US0203110","Anchor Point CDP, Alaska","2288","null","257","null",
"1600000US0203220","Anderson city, Alaska","191","null","83","null",
"1600000US0203440","Angoon city, Alaska","501","null","153","null",
"1600000US0203550","Aniak city, Alaska","564","null","109","null",
"1600000US0203880","Anvik city, Alaska","93","null","29","null",
"1600000US0203990","Arctic Village CDP, Alaska","225","null","58","null",
"1600000US0204210","Atka city, Alaska","38","null","17","null",
"1600000US0204430","Atmautluak CDP, Alaska","147","null","56","null",
"1600000US0204500","Atqasuk city, Alaska","181","null","60","null",
"1600000US0204670","Attu Station CDP, Alaska","19","null","42","null",
"1600000US0205000","Badger CDP, Alaska","19226","null","1583","null",
"1600000US0205585","Bear Creek CDP, Alaska","1524","null","408","null",
"1600000US0205750","Beaver CDP, Alaska","93","null","35","null",
"1600000US0206245","Beluga CDP, Alaska","3","null","5","null",
"1600000US0206520","Bethel city, Alaska","6273","null","19","null",
"1600000US0206630","Bettles city, Alaska","2","null","3","null",
"1600000US0206850","Big Delta CDP, Alaska","521","null","200","null",
"1600000US0207070","Big Lake CDP, Alaska","2888","null","365","null",
"1600000US0207620","Birch Creek CDP, Alaska","3","null","4","null",
"1600000US0208740","Brevig Mission city, Alaska","673","null","132","null",
